question,answer
"In the context of the C64, What is the command to free a block of data on a disk in DOS, and what is its format?","1581 disk:  FREEING BLOCKS

  The  BLOCK-FREE  command is the opposite of  BLOCK-ALLOCATE. It
frees  a  block  that you don't need any more,  for re-use by the
DOS.  BLOCK-FREE  updates  the BAM to show a particular sector is
not in use, rather than actually erasing any data.

FORMAT FOR BLOCK-FREE COMMAND:

  PRINT#15,'BLOCK-FREE';drive#;track#;sector#

abbreviated as: PRINT#15,'B-F';drive#;track#;sector#

where  'drive#' is the drive number,  and  'track#' and 'sector#'
are  respectively  the  track  and  sector numbers containing the
desired block of data to be read into the file buffer.

ALTERNATE FORMAT:

  PRINT#15,'B-F:';drive#;track#;sector#

EXAMPLE:

  To  free  the  sector  in which we wrote our name in the BLOCK-
WRITE example, and allocated in the first BLOCK-ALLOCATE example,
we could use the following command:

  PRINT#15,'B-F';0;1;1"
"In the context of the C64, What is the command and format to execute a machine language program or subroutine stored in disk memory on a 1581 disk?","1581 disk:  MEMORY-EXECUTE

  Any routine in disk memory,  either  in  RAM  or  ROM,  can  be
executed with the MEMORY-EXECUTE command. It is the equivalent of
the  BASIC  SYS call to a machine language program or subroutine,
but works in disk memory instead of within the computer.

FORMAT FOR THE MEMORY-EXECUTE COMMAND:

  PRINT#15,'M-E'CHR$(<address)CHR$(>address)

where  '<address'  is the low order part,  and  '>address' is the
high order part of the address in disk memory  at which execution
is to begin.

  Most  uses  require intimate knowledge of the inner workings of
the  DOS,  and  preliminary  setup  with other commands,  such as
MEMORY-WRITE.

  The  routine  should  end  with an RTS to return control to the
1581."
"In the context of the C64, What does error code 67 on a disk controller indicate?","1581 disk: Controller commands error code 67: ILLEGAL SYSTEM T OR S
    This special error message indicates an illegal system  track
    or sector."
"In the context of the C64, How does a file-handling program using random files keep track of which blocks on the disk have been used?","1581 disk:  USING RANDOM FILES

  By combining the commands in this chapter,  it  is  possible to
develop a file-handling program that uses random files.  What you
need to know now is how to keep track of which blocks on the disk
such a file has used. (Even though you know a sector has not been
allocated by your random file,  you  must  also be sure it wasn't
allocated by another unrelated file on the diskette.)
  The  most  common way of recording which sectors have been used
by  a  random  file is in a sequential file.  The sequential file
stores a list of record numbers, with the track, sector, and byte
location of each record.  This means three channels are needed by
a random file:  one  for the command channel,  one for the random
data, and the last for the sequential data."
"In the context of the C64, What is the format for temporarily changing the disk device number in Commodore computers?","1581 disk: FORMAT FOR TEMPORARILY CHANGING THE DISK DEVICE NUMBER:

  PRINT#15,'U0>'+CHR$(n)

  Where n = 8 to 30

EXAMPLE:

  Here is a program that sets any device number:

   5 INPUT 'OLD DEVICE NUMBER';ODV
  10 INPUT 'NEW DEVICE NUMBER';DV
  20 IF DV<8 OR DV>30 THEN 10
  30 OPEN 15,ODV,15,'U0>'+CHR$(DV): CLOSE 15

+---------------------------- NOTE -----------------------------+
|   If  you  will  be  using  two  disk  drives,  and  want  to |
| temporarily change the device number of one, you will need to |
| run the above program with the disk drive whose device number |
| not to be changed turned off. After the program has been run, |
| you may turn that drive back on.  If you need to connect more |
| than  two  drives at once,  you will need to use the hardware |
| method of changing device numbers.                            |
+---------------------------------------------------------------+"
"In the context of the C64, What is the function of the TPWRT_DV command in a disk controller job?","1581 disk Controller Job commands: TPWRT_DV
      $B4     Writes    a    physical   address   without
                      transferring from the job queue buffer."
"In the context of the C64, What is the importance of closing a file after using it ?","1581 disk with basic 7,0: CLOSING A FILE

  After you finish using a data file,  it  is extremely important
that you CLOSE it.  During the process of writing a file, data is
accumulated  in  a  memory  buffer,  and  only written out to the
diskette when the buffer fills.
  Working this way, there is almost always a small amount of data
in  the  buffer  that  has  not been written to diskette yet, and
which would simply be lost if the computer system were tuned off.
Similarly,  there  are  diskette  housekeeping  matters,  such as
updating the BAM  (Block Availability Map) of sectors used by the
current file,  which are not performed during the ordinary course
of  writing  a  file.  This  is  the  reason  for  having a CLOSE
statement.  When  you  are done with a file,  the CLOSE statement
will  write  the  rest of the data buffer out to diskette, update
the  BAM,  and complete the file's entry in the directory. Always
close  a  data file when you are done using it.  Failure to do so
may cause loss of the entire file.
  However,  do not close the disk command channel until all other
files  have been closed.  The command channel should be the first
file opened, and the last file closed in any program."
"In the context of the C64, How can you create a sub-directory that lists a single selected type of file using the LOAD or DIRECTORY command?","1581 disk: SELECTIVE DIRECTORIES

  By altering the directory  LOAD command,  you can create a sub-
directory that lists a single selected type of file. For example,
you  could  request  a list of all sequential data files (Chapter
4), or one of all the relative data files (Chapter 5). The format
for this command is:

  LOAD'$0:pattern=filetype',8    (for the C64)

where pattern specifies a particular group of files, and filetype
is  the  one-letter  abbreviation  for  the types of files listed
below:

  P = Program
  S = Sequential
  R = Relative
  U = User

The command for the C128 and Plus/4 is this:

  DIRECTORY'pattern=filetype'

Some examples:

  LOAD'$0:*=R',8  and  DIRECTORY'*=R' display all relative files.

  LOAD'$0:Z*=R',8  and  DIRECTORY'Z*=R'  display  a sub-directory
  consisting of all relative files  that start with the letter Z.
  (the asterisk (*) is explained in the Section 1.10.)"
"In the context of the C64, What is the syntax and usage of the DCLEAR command in a CP/M system?","1581 disk with basic 7,0:FORMAT FOR THE DCLEAR COMMAND:

  DCLEAR [Ddrive#]"
"In the context of the C64, What is the purpose of the BLOCK-READ command in DOS?","1581 disk:  BLOCK-READ

  The  purpose  of  a  BLOCK-READ  is  to  load the contents of a
specified  sector  into  a  file buffer.  Although the BLOCK-READ
command (B-R) is still part of the DOS command set,  it is nearly
always replaced the U1 command (See Chapter 6).

FORMAT FOR THE BLOCK-READ COMMAND:

  PRINT#15,'U1';channel#;drive#;track#;sector#

where  'channel#'  is  the channel number specified when the file
into  which  the  block will be read was opened,  'drive#' is the
drive number,  and  'track#'  and  'sector#' are respectively the
track  and sector numbers containing the desired block of data to
be read into the file buffer.

ALTERNATE FORMATS:

  PRINT#15,'U1:'channel#;drive#;track#;sector#
  PRINT#15,'UA:'channel#;drive#;track#;sector#
  PRINT#15,'U1:channel#,drive#,track#,sector#'

EXAMPLE:

  Here  is  a  complete program to read a sector into disk memory
using  U1,  and  from  there into computer memory via GET#. (If a
carriage  return will appear at least once in every 88 characters
of data, INPUT# may be used in place of GET#).

  110 MB=7936: REM $1F00            Define a memory buffer.
  120 INPUT'TRACK TO READ';T        Select a track
  130 INPUT'SECTOR TO READ';S       and sector.
  140 OPEN 15,8,15                  Open command channel.
  150 OPEN 5,8,5,'#'                Open direct access channel.
  160 PRINT#15,'U1';5;0;T;S         Read sector into disk buffer.
  170 FOR I=MB TO MB+255            Use a loop to
  180 GET#5,A$: IF A$=''            copy disk buffer
      THEN A$=CHR$(0)               into computer memory.
  190 POKE I,ASC(A$)
  200 NEXT
  210 CLOSE 5:CLOSE 15              Tidy up after.
  220 END

  As the loop progresses, the contents of the specified track and
sector are copied into computer memory,  beginning at the address
set by variable MB in line 160,  and  may be examined and altered
there.

  The  DOS  always checks that the track and sector parameters of
the  BLOCK-READ  command are within the proper range.  If they're
not,  a '66, ILLEGAL TRACK AND SECTOR'  error occurs.  In certain
instances it might be necessary to access a track and sector that
are not within what the DOS considers the proper bounds.  This is
a  special  case  and,  unless  absolutely  necessary,  should be
avoided. Nonetheless, there is a command identical in function to
'U1' that doesn't check to see if the track and sector parameters
are within bounds before attempting to read it. Its format is:

  PRINT#15,'B-_';channel#;drive#;track#;sector#
  (The character following the B- is a shifted R.)

                        or

  PRINT#15,'B-';CHR$(210);channel#;drive#;track#;sector#"
"In the context of the C64, What error message is displayed when trying to select a partition that does not meet the criteria of a directory partition?","1581 disk: Controller commands error code 77: SELECTED PARTITION ILLEGAL
    An attempt has been made to select a partition  that does not
    meet the criteria of a directory partition."
"In the context of the C64, What is the format for opening a direct access file on a 1581 disk, and how do you specify the memory buffer to use?","1581 disk:  OPENING A DATA CHANNEL FOR DIRECT ACCESS

  When  working  with  direct access data,  you need two channels
open to the disk:  the  command channel we've used throughout the
book,  and  another for data.  The command channel is opened with
the  usual  OPEN 15,8,15  or  equivalent.  A  direct  access data
channel  is  opened  much like other files,  except that the hash
sign (#),  optionally followed by a memory buffer number, is used
as a file name.

FORMAT FOR DIRECT ACCESS FILE OPEN STATEMENTS:

  OPEN file#,device#,channel#,'#buffer#'

where 'file#' is the file number,  'device#' is the disk's device
number,  normally  8;  'channel#' is the channel number, a number
between  2 and 14  not used by other files open at the same time;
and  'buffer#',  if present,  is a 0,  1,  2,  3,  4,  5,  or  6,
specifying  the  memory  buffer  within  the 1581 to use for this
file's data.

EXAMPLES:

To specify which disk buffer to use:

  OPEN 4,8,4,'#2'

If  you  don't  specify  which to use  (OPEN 5,8,5,'#'), the 1581
selects one."
"In the context of the C64, What is the purpose of the DCLEAR command on a Commodore 1581 disk drive?","1581 disk with basic 7,0: DCLEAR

  One command that should not often be needed on the 1581, but is
still of occasional value is DCLEAR.  On the 1581, and nearly all
other Commodore drives, this function is performed automatically,
whenever a new diskette is inserted.
  The result of an DCLEAR,  whether forced by a command,  or done
automatically  by  the  disk,  is  a  re-reading  of  the current
diskette's BAM  into a disk buffer.  This information must always
be  correct  in  order  for the disk to store new files properly.
However,  since the chore is handled automatically, the only time
you'd  need  to  use the command is if something happened to make
the information in the drive buffers unreliable."
"In the context of the C64, What is the syntax and usage of the PRINT# command in BASIC, and how is it used to write data to a sequential disk file?","1581 disk with basic 7,0:FORMAT FOR THE PRINT# COMMAND:

  PRINT#file#,data list

where 'file#' is the same file number given in the desired file's
current  OPEN statement.  During any given access of a particular
file, the file number must remain constant because it serves as a
shorthand  way  of relating all other file-handling commands back
to the correct OPEN statement.  Given a file number, the computer
can look up everything else about a file that matters.
  The 'data list' is the same as for a PRINT statement  -- a list
of  constants,  variables and/or expressions,  including numbers,
strings or both. However, it's better if each PRINT# statement to
disk  include  only  one  data item.  If you wish to include more
items,  they  should be separated by a carriage return character,
not  a comma.  Semicolons are permitted,  but not recorded in the
file, and do not result in any added spaces in the file. Use them
to  separate  items in the list that might otherwise be confused,
such  as  a  string  variable  immediately  following  a  numeric
variable.

|   Do  not  leave  a  space between PRINT  and  #,  and do not |
| abbreviate  the  command as ?#.  The correct abbreviation for |
| PRINT# is pR.                                                 |

EXAMPLES:

  To record a few grades for John Paul Jones,  using a sequential
disk file #1 previously opened for writing, use:

  200 FOR CLASS=1 TO COURSES
  210 PRINT#1,GRADE$(CLASS)
  220 GOSUB 59990: REM CHECK FOR DISK ERRORS
  230 NEXT CLASS

assuming your program includes an error check subroutine like the
one in the last chapter.
  In  using  PRINT#,  there is an exception to the requirement to
check  for  disk errors after every file-handling statement. When
using PRINT#, a single check after an entire set of data has been
written  will  still  detect  the error,  so long as the check is
made before any other file-handling statement  or disk command is
used.  You may be familiar with PRINT statements in which several
items follow each other:

  400 PRINT NAME$,STREET$,CITY$

To  get  those  same variables onto sequential disk file number 5
instead  of  the screen,  the best approach would be to use three
separate PRINT# statements, as follows:

  400 PRINT#5,NAME$
  410 PRINT#5,STREET$
  420 PRINT#5,CITY$

If you need to combine them, here is a safe way to do it:

  400 PRINT#5,NAME$;CHR$(13);STREET$;CHR$(13);CITY$

CHR$(13)  is  the  carriage  return  character,  and has the same
effect  as  putting  the print items in separate lines. If you do
this  often,  some  space  and  time  may  be saved by previously
defining a variable as equal to CHR$(13):

   10 CR$=CHR$(13)
  400 PRINT#5,NAME$;CR$;STREET$;CR$;CITY$

  The  basic idea is that a proper sequential disk-file write, if
redirected  to  the  screen,  will display only one data item per
line, with each succeeding item on the next line."
"In the context of the C64, What is a diskette directory and how is it viewed on a Commodore computer?","DISKETTE DIRECTORY

  A directory is a list of the files on a diskette.  To  view the
directory on the  C128 or Plus/4,  type the word  DIRECTORY  on a
blank line and press the  [RETURN]  key or simply press the  [F3]
key  on  the C128.  That doesn't erase anything in memory, so you
can  call up a directory anytime  --  even from within a program.
The C64 directory command, LOAD'$',8 (press [RETURN]) LIST (press
[RETURN]), does erase what's in memory.
  If a directory doesn't all fit on the screen, it will scroll up
until  it  reaches the last line.  If you want to pause, stop, or
slow  down  the  scrolling,  refer  to your particular computer's
user's manual for instructions as to which keys to use.
  To  get  an  idea  of  what  a  directory  looks like, load the
directory from the Test/Demo diskette.
  The 0 on the left-hand side of the top line is the drive number
of the 1581.  The diskette name is next, followed by the diskette
id  --  both  of  which  are  determined  when  the  diskette  is
formatted.
  The  3D  at the end of the top line means the 1581 uses version
3D of Commodore's disk operating system (DOS).
  Each   of   the   remaining  lines  provides  three  pieces  of
information  about the files on the diskette.  At the left end of
each  line  is  the size of the file in blocks of 254 characters.
Four  blocks  are  equivalent  to  almost 1K of memory inside the
computer.  The  middle  of the line contains the name of the file
enclosed in quotation marks.  All characters within the quotation
marks  are  part  of  the  filename.  The right side of each line
contains a three-letter abbreviation of the file type.  The types
of files are described in later chapters.
  The  bottom  line  of  a  directory  shows  how many blocks are
available  for  use.  This  number  ranges  from  3160 on a newly
formatted diskette to 0 on one that is completely full."
"In the context of the C64, What does the DETWP_DV disk controller job command $B6 do?","1581 disk Controller Job commands: DETWP_DV
      $B6     Checks   if  the  disk  inserted  is  write
                      protected.  Returns  $00  if  disk  is  not
                      protected, else $08."
"In the context of the C64, What is the meaning of the Controller commands error code 00"" message on a disk?""","1581 disk: Controller commands error code 00 
	OK (not an error)
    This  is  the  message  that  usually  appears when the error
    channel is checked. It means there is no current error in the
    disk unit."
"In the context of the C64, What is the error message and explanation for error code 70: NO CHANNEL?","1581 disk: Controller commands error code 70: NO CHANNEL (available)
    The requested channel is not available or all channels are in
    use. A maximum of three sequential files or one relative file
    plus one sequential file may be opened at one time,  plus the
    command channel. Do not omit the drive number in a sequential
    OPEN command, or only two sequential files can be used. Close
    all files as soon as you no longer need them."
"In the context of the C64, What are the internal disk commands that expert programmers can use to directly alter the workings of the 1581 disk drive?","1581 disk:  INTERNAL DISK COMMANDS


  Expert  programmers  can  give commands that directly alter the
workings of the  1581,  much as skilled programmers can alter the
workings of BASIC inside the computer with PEEKs,  POKEs  and SYS
calls.  It  is  also  possible to write machine language programs
that  load  and  run entirely within the 1581,  either by writing
them into disk memory from  the  computer,  or  by  loading  them
directly  from diskette into the desired disk memory buffer. This
is  similar  to  loading and running machine language programs in
your computer.
  As when learning to use PEEK,  POKE  and  SYS in your computer,
extreme caution is advised in using the commands in this chapter.
They are essentially machine language commands,  and  lack all of
BASIC's safeguards.  If anything goes wrong, you may have to turn
the disk drive off and on again  (after removing the diskette) to
regain  control.  Do not practice these commands on any important
diskette.  Rather,  make a spare copy and work with that. Knowing
how  to program a 6502 in machine language will help greatly, and
you  will  also need a good memory map of the 1581.  A brief 1581
map appears below."
"In the context of the C64, What is the command and its format to load a machine language routine from a diskette into a memory buffer and execute it?","1581 disk:  BLOCK-EXECUTE

  This  rarely-used  command  will  load  a  sector  containing a
machine  language routine into a memory buffer from diskette, and
execute  it  from  the first location within the buffer,  until a
ReTurn from Subroutine (RTS) instruction ends the command.

FORMAT FOR THE BLOCK-EXECUTE COMMAND:

  PRINT#15,'B-E:';channel#;drive#;track#;sector#

where  'channel#'  is  the channel number specified when the file
into which the block will be loaded was opened,  'drive#'  is the
drive number,  and  'track#'  and  'sector#' are respectively the
track  and sector numbers containing the desired block of data to
be loaded into the file buffer and executed there.

ALTERNATE FORMATS:

  PRINT#15,'B-E:';channel#;drive#;track#;sector#
  PRINT#15,'B-E:channel#,drive#,track#,sector#'

EXAMPLES:

  Assuming  you've  written a machine language program onto Track
1,  Sector 8  of  a diskette,  and would like to run it in buffer
number 1  in  disk  memory  (starting  at $0400 hexadecimal), you
could do so as follows:

110 OPEN 15,8,15               Open command channel.
120 OPEN 2,8,2,'#1'            Open direct access channel to
                               buffer 1.
130 PRINT#15,'B-E:';2;0;1;8    Load Track1, Sector 8 in it
                               & execute.
140 CLOSE 2                    Tidy up after.
150 CLOSE 15
160 END"
"In the context of the C64, What is the purpose and functionality of the BUFMOVE_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: BUFMOVE_DV
    $9E     Moves data between the job queue buffer and
                      the track cache buffer. The track parameter
                      in  the  job  queue denotes the position in
                      the track cache buffer to transfer to/from.
                      The sector parameter denotes the following:
                        Bit 7 :  Direction  (1 = to  track  cache
                                 buffer)
                        Bit 6 :  Mark Flag  (set/clear the 'track
                                 cache modified' flag)
                        Bit 5 :  Transfer (1 = do the transfer)
                        Bits 4-0:# of 256 byte blocks to transfer
                      With bit 7 set,  the corresponding physical
                      track  position  in  the  job queue (HDRS2)
                      must  be updated for the purpose of telling
                      the  controller  what  physical  track  the
                      track cache buffer belongs to.  In addition
                      the side var (SIDS) must also be updated."
"In the context of the C64, What is the function of the EXBUF_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: EXBUF_DV
      $E0     Executes  the code in the corresponding job
                      queue buffer after the motor is up to speed
                      and the head is on track."
"In the context of the C64, What is the syntax and usage of the SCRATCH command in a disk with basic 7,0?","1581 disk with basic 7,0: FORMAT FOR THE SCRATCH COMMAND:

  SCRATCH 'pattern'[,Ddrive#][,Udevice#]

where  'pattern'  is  any  valid  file  name  or pattern-matching
character.

  You will be asked as a precaution:

  ARE YOU SURE?_

If you ARE sure, simply press Y and RETURN.  If not, press RETURN
alone or type any other answer, and the command will be canceled.
  The  number  of files that were scratched will be automatically
displayed.  For example,  if your diskette contains program files
named 'TEST',  'TRAIN',  'TRUCK', and 'TAIL', you may SCRATCH all
four,  along  with any other files beginning with the letter 'T',
by using the command:

  SCRATCH 'T*'

and  if  the  four listed were the only files beginning with 'T',
you will see:

  01, FILES SCRATCHED,04,00
  READY
  _

The '04' tells you 4 files were scratched.

  You can perform a  SCRATCH within a program,  but there will be
no prompt message displayed."
"In the context of the C64, What is the command to re-read the directory of a diskette into a disk buffer when the information becomes unreliable?","1581 disk: INITIALIZE

  When  a  diskette is inserted into the drive,  its directory is
automatically  re-read  into  a  disk  buffer.  You would use the
command only if that information became unreliable.

FORMAT FOR THE INITIALIZE COMMAND:

  PRINT#15,'INITIALIZEdrive#'

or it may be abbreviated to

  PRINT#15,'Idrive#'

EXAMPLE:

  PRINT#15,'I0'

  PRINT#15,'INITIALIZE0'

where the command channel is assumed to be opened by file 15, and
'drive#' is 0."
"In the context of the C64, What is the format for the validate command in a disk system, and how can it be abbreviated?","1581 disk: FORMAT FOR THE VALIDATE COMMAND:

  PRINT#15,'VALIDATE0'

or abbreviated as:

  PRINT#15,'V0'

where  '0'  is the drive number.  As usual, it is assumed file 15
has  been  opened to the command channel and will be closed after
the command has been executed."
"In the context of the C64, What is the purpose of the SCRATCH command in a disk with basic 7,0?","1581 disk with basic 7,0: SCRATCH

  The  SCRATCH  command allows you to erase unwanted programs and
files  from  your diskettes,  and free up the space they occupied
for  use  by  other  files and programs.  It can be used to erase
either  a  single  file,  or  several  files at once via pattern-
matching."
"In the context of the C64, What is the purpose of the RESET_DV command in a disk controller job?","1581 disk Controller Job commands: RESET_DV
      $82     Resets  the  disk controller and associated
                      variables."
"In the context of the C64, What is the function of the TRKWRT_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: TRKWRT_DV     $A2
     Dumps  the  track  cache buffer to the disk
                      (only  if  the track cache modified flag is
                      set)."
"In the context of the C64, What is the function of the JUMPC_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: JUMPC_DV
      $D0     Executes  the code in the corresponding job
                      queue buffer."
"In the context of the C64, What is the purpose of the $9C command in the disk controller job commands?","1581 disk Controller Job commands: SIDE_DV
       $9C     Sets  up the side select electronics to the
                      value specified (in SIDS)."
"In the context of the C64, What is the protocol and code for burst read and write operations in a 1581 disk system?","1581 disk: BURST TRANSFER PROTOCOL

  Before  using  the following burst transfer routines,  you must
determine  whether  or  not the peripheral is a fast device.  The
Fast   Serial  (byte  mode)  protocol  makes  that  determination
internally  when  you  include a query routine (send-cmd-string).
This  routine  addresses the peripheral as a listener and thereby
determines its speed.


BURST READ

send-cmd-string;                      (*determine speed*)
if device-fast then
    serial-in;                        (*serial port input*)
    repeat                            (*repeat for all sectors*)
        read-error;                   (*retrieve error byte*)
    toggle-clock;                     (*wait for status*)
    wait-byte;                        (*wait for byte*)
    if status = ok then
        toggle-clock;                 (*start double buffer*)
        repeat                        (*repeat for sector-size*)
            wait-byte;                (*get data*)
            toggle-clock;             (*start next*)
            store-byte;               (*save data*)
        until last-byte;              (*last byte ?*)
    until last-sector;                (*until last sector*)
    set-clock-high;                   (*restore clock*)
else
    read-1581;                        (*send unit read*)


BURST WRITE

send-cmd-string;                      (*determine speed*)
if device-fast then
    repeat                            (*repeat for all sectors*)
        serial-out;                   (*serial port out*)
            repeat                    (*repeat for sector-size*)
                send-byte;            (*send byte*)
            until last-byte;          (*last byte ?*)
        serial-in;                    (*serial port in*)
        set-clock-low;                (*ready for status*)
        read-err;                     (*controller error ?*)
        set-clock-high;               (*restore clock*)
    until last-sector;                (*until last sector*)
else
    write-1581;                       (*send unit write*)"
"In the context of the C64, What is the syntax and usage of the COPY command on a Commodore 1581 disk drive?","1581 disk:  COPY

  The COPY command allows you to make a spare copy of any program
or file on a diskette.  On a single drive like the 1581, the copy
must  be  on  the  same diskette,  which means it must be given a
different name from the file copied. It's also used to combine up
to  four sequential data file  (linking the files one to another,
end  to end in a chain).  Files are linked in the order and other
files  on  the  diskette  are  not changed.  Files must be closed
before they are copied or linked.

FORMAT FOR THE COPY COMMAND:

  PRINT#15,'COPYdrive#:new file=old file'

EXAMPLES:

  PRINT#15,'COPY0:BACKUP=ORIGINAL'

or abbreviated as:

  PRINT#15,'Cdrive#:new file=old file'

  PRINT#15,'C0:BACKUP=ORIGINAL'

where  'drive#'  is the drive number  'new file'  is the copy and
'old file' is the original.

FORMAT FOR THE COMBINE OPTION:

  PRINT#15,'Cdrive#:new file=file 1,file 2,file 3,file 4'

where 'drive#' is always 0,

| The  length  of  a  command string (command and filenames) is |
| limited to 41 characters.                                     |"
"In the context of the C64, What is the purpose of the CONCAT command in a CP/M system?","1581 disk with basic 7,0: CONCAT

  The  CONCAT  command  allows  you  to concatenate (combine) two
sequential files."
"In the context of the C64, What is the syntax and functionality of the CONCAT command in CP/M?","1581 disk with basic 7,0:FORMAT FOR THE CONCAT COMMAND:

  CONCAT [Ddrive#,]'add file' TO [Ddrive#,] 'master file'
         [,Udevice#]

where  the  optional  'drive#'  would be 0 in both cases. The old
'master file'  is  deleted and replaced with a new  'master file'
which  is  the concatenation of the old  'master file'  and  'add
file'.

| The  length  of  a  command string (command and filenames) is |
| limited to 41 characters.                                     |"
"In the context of the C64, What is the purpose and precautions of using the VALIDATE command on a diskette?","1581 disk:  VALIDATE

  The VALIDATE command recalculates the  Block  Availability  Map
(BAM)  of  the  current  diskette,  allocating only those sectors
still  being  used by valid,  properly-closed files and programs.
All other sectors  (blocks) are left unallocated and free for re-
use, and all improperly closed files are automatically scratched.
This  brief  description  of its workings doesn't indicate either
the power or the danger of the VALIDATE command.  Its power is in
restoring  to  good  health  many  diskettes whose directories or
block availability maps have become muddled.  Any time the blocks
used  by  the  files  on a diskette plus the blocks shown as free
don't add up to the 3160 available on a fresh diskette,  VALIDATE
is  needed,  with  one  exception  below.  Similarly,  any time a
diskette   contains   an  improperly-closed  file  (splat  file),
indicated  by  an  asterisk  (*)  next  to  its  file type in the
directory,  that diskette needs to be validated. In fact, but for
the  one  exception,  it  is  a  good  idea to VALIDATE diskettes
whenever you are the least bit concerned about their integrity.
  The  exception  is diskettes containing direct access files, as
described in Chapter 6.  Most direct access (random) files do not
allocate  their  sectors  in  a  way  the  VALIDATE  command  can
recognize.  Thus, using VALIDATE on such a diskette may result in
unallocating  all  direct  access  files,  with loss of all their
contents   when  other  files  are  added.   Unless  specifically
instructed otherwise, never use VALIDATE on a diskette containing
direct access files."
"In the context of the C64, What is the breakdown of the status byte in a 1581 disk assembly, including the meaning of each bit and the possible values for mode, drive number, sector size, and controller status?","1581 disk in assembly: STATUS BYTE BREAKDOWN

 BIT 7    6       5       4       3       2       1       0
-----------------------------------------------------------------
 MODE     DN     SECTOR SIZE         [ CONTROLLER STATUS]
-----------------------------------------------------------------
*MODE -- 1 = Alien Disk Format  (non-default physical format,  or
         default  physical  format  without   Directory  and  BAM
         information)
         0 = Resident Disk Format  (default  physical format with
         Directory and BAM information)
 DN  --  drive number

*Resident Disk Format is based on whether required information is
 present in BAM/DIRECTORY track.

SECTOR SIZE
             00 ........ 128 BYTE SECTORS (NOT SUPPORTED)
             01 ........ 256 BYTE SECTORS
             10 ........ 512 BYTE SECTORS (DEFAULT)
             11 ........ 1024 BYTE SECTORS

CONTROLLER STATUS
             000X ...... OK
             0010 ...... CAN'T FIND HEADER BLOCK
             0011 ...... NO ADDRESS MARK
             0100 ...... DATA BLOCK NOT PRESENT
             0101 ...... DATA CRC ERROR
             0110 ...... FORMAT ERROR
             0111 ...... VERIFY ERROR
             1000 ...... WRITE PROTECT ERROR
             1001 ...... HEADER BLOCK CRC ERROR
             1010 ...... WRITE PROTECTED
             1011 ...... DISK CHANGE
             1100 ...... DISK FORMAT NOT LOGICAL
             1101 ...... RESERVED
             1110 ...... SYNTAX ERROR
             1111 ...... NO DRIVE PRESENT"
"In the context of the C64, What is the purpose of the $9A command in a 1581 disk controller job?","1581 disk Controller Job commands: ERRLEDOFF_DV  
$9A     Disables error LED blinking."
"In the context of the C64, What is the purpose of the RESTORE_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: RESTORE_DV    $C0
     Restores  the  read/write  head  to track 0
                      ('bump')."
"In the context of the C64, What is the function of the SEEKHD_DV disk controller job command in a 1581 disk controller?","1581 disk Controller Job commands: SEEKHD_DV
     $B0     Logs  in a disk by reading information from
                      the  first  header  encountered on the disk
                      into RAM so that it can be used by the DOS.
                      The track cache buffer is not updated."
"In the context of the C64, What is the function of the $84 command in the MOTON_DV disk controller job commands?","1581 disk Controller Job commands: MOTON_DV
      $84     Turns on the spindle motor  (overlays a $01
                      in the Job Queue after the spin-up sequence
                      is complete)."
"In the context of the C64, What is the purpose of the DISKIN_DV command in a disk controller job?","1581 disk Controller Job commands: DISKIN_DV
     $92     Determines  if  there is a disk inserted in
                      the drive."
"In the context of the C64, What is the purpose of the SAVE command ?","1581 disk with basic 7,0: SAVE

  This  command  will save a program or file so you can reuse it.
The  diskette  must  be  formatted before you can save it to that
diskette."
"In the context of the C64, What is the purpose of the VERIFY command in Commodore computers?","1581 disk with basic 7,0: VERIFY

  This  command  makes  a  byte-by-byte comparison of the program
currently   in   memory  against  a  program  on  diskette.  This
comparison includes the BASIC line links,  which may be different
for different types of memory configurations.  What this means is
that  a  program  saved to disk on a C64 and reloaded into a C128
wouldn't   verify  properly  because  the  line  links  point  to
different  memory  locations.  If  the  disk  copy of the program
differs at all from the copy in memory,  a 'VERIFY ERROR' will be
displayed. This doesn't mean either copy is bad, but if they were
supposed to be identical, there is a problem."
